Word,Frequency,Rank,,,,
pure,137,1214,,,,
girl,137,1215,,,,
macb.,137,1216,,,,
precious,137,1217,,,,
th',137,1218,,,,
straight,137,1219,,,,
witness,136,1220,,,,
woe,136,1221,,,,
catch,136,1222,,,,
utterly,136,1223,,,,
"""do",136,1224,,,,
bit,136,1225,,,,
hearken,136,1226,,,,
begin,136,1227,,,,
broke,136,1228,,,,
buy,136,1229,,,,
terrible,136,1230,,,,
peter,135,1231,,,,
*,135,1232,,,,
"sister,",135,1233,,,,
faces,135,1234,,,,
greatest,135,1235,,,,
north,135,1236,,,,
likely,135,1237,,,,
bed,135,1238,,,,
"were,",134,1239,,,,
question,134,1240,,,,
"sight,",134,1241,,,,
leaving,134,1242,,,,
hide,134,1243,,,,
stranger,134,1244,,,,
hat,134,1245,,,,
beasts,134,1246,,,,
"alone,",134,1247,,,,
stop,134,1248,,,,
piece,134,1249,,,,
on.,134,1250,,,,
"forth,",134,1251,,,,
"servant,",134,1252,,,,
passing,134,1253,,,,
hearing,134,1254,,,,
"gods,",134,1255,,,,
burst,133,1256,,,,
oil,133,1257,,,,
fill,133,1258,,,,
suffer,133,1259,,,,
paul,133,1260,,,,
eight,132,1261,,,,
lying,132,1262,,,,
lot,132,1263,,,,
arms,132,1264,,,,
month,132,1265,,,,
declare,132,1266,,,,
waiting,132,1267,,,,
"macian,",132,1268,,,,
middle,131,1269,,,,
wide,131,1270,,,,
worship,131,1271,,,,
joined,131,1272,,,,
yourselves,131,1273,,,,
maketh,131,1274,,,,
wrote,131,1275,,,,
"thought,",131,1276,,,,
ill,131,1277,,,,
spite,131,1278,,,,
"hear,",130,1279,,,,
reign,130,1280,,,,
proud,130,1281,,,,
hill,130,1282,,,,
edge,130,1283,,,,
satisfied,130,1284,,,,
father.,130,1285,,,,
following,129,1286,,,,
"me.""",129,1287,,,,
scarcely,129,1288,,,,
unclean,129,1289,,,,
counsel,129,1290,,,,
"still,",129,1291,,,,
farther,129,1292,,,,
beneath,129,1293,,,,
purpose,129,1294,,,,
happiness,129,1295,,,,
lips,129,1296,,,,
fish,128,1297,,,,
"""this",128,1298,,,,
lead,128,1299,,,,
mayest,128,1300,,,,
offerings,128,1301,,,,
opinion,128,1302,,,,
"came,",128,1303,,,,
FALSE,128,1304,,,,
wilderness,128,1305,,,,
beast,128,1306,,,,
"field,",127,1307,,,,
"ship,",127,1308,,,,
understanding,127,1309,,,,
"bed,",127,1310,,,,
goeth,127,1311,,,,
one.,127,1312,,,,
valley,127,1313,,,,
probably,127,1314,,,,
eternal,127,1315,,,,
getting,126,1316,,,,
respect,126,1317,,,,
equally,126,1318,,,,
iniquity,126,1319,,,,
smite,126,1320,,,,
huge,126,1321,,,,
appearance,126,1322,,,,
vs,126,1323,,,,
particularly,126,1324,,,,
chosen,126,1325,,,,
shadow,125,1326,,,,
elliot,125,1327,,,,
"table,",125,1328,,,,
court,125,1329,,,,
killed,125,1330,,,,
mountain,125,1331,,,,
"short,",125,1332,,,,
street,125,1333,,,,
seat,125,1334,,,,
"flesh,",125,1335,,,,
mountains,125,1336,,,,
favour,125,1337,,,,
"you,""",125,1338,,,,
come.,125,1339,,,,
abraham,125,1340,,,,
heaven.,125,1341,,,,
thrown,124,1342,,,,
raise,124,1343,,,,
stopped,124,1344,,,,
susan,124,1345,,,,
possess,124,1346,,,,
man;,124,1347,,,,
higher,124,1348,,,,
"ahab,",124,1349,,,,
him?,124,1350,,,,
angry,123,1351,,,,
usual,123,1352,,,,
slay,123,1353,,,,
pharaoh,123,1354,,,,
"""to",123,1355,,,,
dashwood,123,1356,,,,
giveth,122,1357,,,,
temple,122,1358,,,,
served,122,1359,,,,
reached,122,1360,,,,
seventh,122,1361,,,,
so.,122,1362,,,,
"cried,",122,1363,,,,
eyes.,121,1364,,,,
together.,121,1365,,,,
"hosts,",121,1366,,,,
ashamed,121,1367,,,,
fire.,120,1368,,,,
"sun,",120,1369,,,,
stones,120,1370,,,,
lord's,120,1371,,,,
things.,120,1372,,,,
understood,120,1373,,,,
grass,120,1374,,,,
"only,",120,1375,,,,
feast,120,1376,,,,
slowly,120,1377,,,,
now.,120,1378,,,,
wrought,119,1379,,,,
prophets,119,1380,,,,
"dear,",119,1381,,,,
wrong,119,1382,,,,
whale's,119,1383,,,,
touched,119,1384,,,,
caused,119,1385,,,,
leaves,119,1386,,,,
attention,119,1387,,,,
drive,118,1388,,,,
hearts,118,1389,,,,
"once,",118,1390,,,,
fierce,118,1391,,,,
night.,118,1392,,,,
declared,118,1393,,,,
bowed,118,1394,,,,
calling,118,1395,,,,
"tree,",118,1396,,,,
simple,117,1397,,,,
"jesus,",117,1398,,,,
"anne,",117,1399,,,,
"ever,",117,1400,,,,
"speak,",117,1401,,,,
battle,117,1402,,,,
churchill,117,1403,,,,
queen,117,1404,,,,
"course,",117,1405,,,,
fact,117,1406,,,,
giue,117,1407,,,,
placed,117,1408,,,,
remembered,116,1409,,,,
settled,116,1410,,,,
kindness,116,1411,,,,
"priests,",116,1412,,,,
well.,116,1413,,,,
creature,116,1414,,,,
"itself,",116,1415,,,,
crown,116,1416,,,,
"others,",116,1417,,,,
easily,116,1418,,,,
sharp,116,1419,,,,
single,116,1420,,,,
hell,115,1421,,,,
due,115,1422,,,,
days.,115,1423,,,,
likewise,115,1424,,,,
good.,115,1425,,,,
named,115,1426,,,,
during,115,1427,,,,
professor,115,1428,,,,
easy,115,1429,,,,
stars,115,1430,,,,
woodhouse,115,1431,,,,
parts,115,1432,,,,
ships,115,1433,,,,
countenance,115,1434,,,,
lower,115,1435,,,,
public,115,1436,,,,
"evil,",114,1437,,,,
"are,",114,1438,,,,
me!,114,1439,,,,
dry,114,1440,,,,
soft,114,1441,,,,
"war,",114,1442,,,,
captains,114,1443,,,,
son.,114,1444,,,,
character,114,1445,,,,
face.,114,1446,,,,
shape,114,1447,,,,
poured,114,1448,,,,
impossible,114,1449,,,,
drawn,114,1450,,,,
delight,113,1451,,,,
mark,113,1452,,,,
wherewith,113,1453,,,,
samuel,113,1454,,,,
caesar,113,1455,,,,
fields,113,1456,,,,
charles,113,1457,,,,
observe,113,1458,,,,
babylon,112,1459,,,,
herself.,112,1460,,,,
hands.,112,1461,,,,
degree,112,1462,,,,
town,112,1463,,,,
forgotten,112,1464,,,,
families,111,1465,,,,
spent,111,1466,,,,
trying,111,1467,,,,
numbered,111,1468,,,,
bones,111,1469,,,,
mad,111,1470,,,,
distant,111,1471,,,,
bid,111,1472,,,,
"boy,",111,1473,,,,
"enough,",111,1474,,,,
stretched,111,1475,,,,
join,111,1476,,,,
view,110,1477,,,,
"year,",110,1478,,,,
"truth,",110,1479,,,,
breath,110,1480,,,,
extremely,110,1481,,,,
difference,110,1482,,,,
"woodhouse,",110,1483,,,,
fellow,110,1484,,,,
sold,110,1485,,,,
arose,110,1486,,,,
church,110,1487,,,,
"part,",110,1488,,,,
"bread,",110,1489,,,,
oh!,109,1490,,,,
ancient,109,1491,,,,
acquaintance,109,1492,,,,
started,109,1493,,,,
considered,109,1494,,,,
swear,109,1495,,,,
earth:,109,1496,,,,
removed,109,1497,,,,
house;,109,1498,,,,
"sir,""",109,1499,,,,
pain,109,1500,,,,
quiet,109,1501,,,,
supposed,109,1502,,,,
expected,109,1503,,,,
nevertheless,109,1504,,,,
name.,109,1505,,,,
jennings,108,1506,,,,
blow,108,1507,,,,
threw,108,1508,,,,
ear,108,1509,,,,
"""why,",108,1510,,,,
act,108,1511,,,,
"right,",108,1512,,,,
sad,108,1513,,,,
formed,108,1514,,,,
anxious,108,1515,,,,
flying,108,1516,,,,
"weston,",108,1517,,,,
streets,108,1518,,,,
letters,108,1519,,,,
corner,108,1520,,,,
growing,108,1521,,,,
rain,108,1522,,,,
pride,108,1523,,,,
conversation,108,1524,,,,
whilst,108,1525,,,,
blind,108,1526,,,,
affection,107,1527,,,,
gates,107,1528,,,,
"nothing,",107,1529,,,,
wash,107,1530,,,,
"""is",107,1531,,,,
beauty,107,1532,,,,
whenever,107,1533,,,,
horses,107,1534,,,,
doors,107,1535,,,,
cassi.,107,1536,,,,
divine,107,1537,,,,
names,107,1538,,,,
prepare,107,1539,,,,
"return,",107,1540,,,,
greatly,107,1541,,,,
queequeg,107,1542,,,,
cover,107,1543,,,,
aside,106,1544,,,,
"syme,",106,1545,,,,
before.,106,1546,,,,
"much,",106,1547,,,,
in.,106,1548,,,,
ile,106,1549,,,,
smile,106,1550,,,,
"power,",106,1551,,,,
feed,106,1552,,,,
welcome,106,1553,,,,
"eye,",106,1554,,,,
louisa,105,1555,,,,
"""yes,""",105,1556,,,,
"faith,",105,1557,,,,
minute,105,1558,,,,
jeremiah,105,1559,,,,
off.,105,1560,,,,
depart,105,1561,,,,
bottom,105,1562,,,,
"daughter,",105,1563,,,,
you'll,105,1564,,,,
changed,105,1565,,,,
"they,",105,1566,,,,
lord?,105,1567,,,,
"sake,",105,1568,,,,
lose,105,1569,,,,
safe,105,1570,,,,
"times,",105,1571,,,,
daily,105,1572,,,,
shame,105,1573,,,,
window,105,1574,,,,
learn,104,1575,,,,
done.,104,1576,,,,
"wood,",104,1577,,,,
saved,104,1578,,,,
"to,",104,1579,,,,
"women,",104,1580,,,,
brown's,104,1581,,,,
"jacob,",104,1582,,,,
"country,",104,1583,,,,
choose,104,1584,,,,
"of,",104,1585,,,,
engaged,104,1586,,,,
wentworth,104,1587,,,,
"you?""",104,1588,,,,
generally,104,1589,,,,
beat,104,1590,,,,
allow,103,1591,,,,
"harriet,",103,1592,,,,
"me,""",103,1593,,,,
faithful,103,1594,,,,
exclaimed,103,1595,,,,
pity,103,1596,,,,
burned,103,1597,,,,
wife.,103,1598,,,,
holding,103,1599,,,,
"own,",103,1600,,,,
marry,103,1601,,,,
voice.,103,1602,,,,
about.,103,1603,,,,
necessary,103,1604,,,,
curse,103,1605,,,,
notice,103,1606,,,,
moon,103,1607,,,,
suffered,103,1608,,,,
warm,103,1609,,,,
"congregation,",102,1610,,,,
distance,102,1611,,,,
sorrow,102,1612,,,,
"trees,",102,1613,,,,
"had,",102,1614,,,,
"true,",102,1615,,,,
months,102,1616,,,,
"nations,",102,1617,,,,
earth;,102,1618,,,,
"babylon,",102,1619,,,,
"hope,",102,1620,,,,
putting,102,1621,,,,
"""for",102,1622,,,,
rule,102,1623,,,,
what's,102,1624,,,,
"""not",102,1625,,,,
yellow,102,1626,,,,
peculiar,101,1627,,,,
drawing,101,1628,,,,
observed,101,1629,,,,
situation,101,1630,,,,
cursed,101,1631,,,,
tall,101,1632,,,,
"it,""",101,1633,,,,
escape,101,1634,,,,
altogether,101,1635,,,,
fairfax,101,1636,,,,
sick,101,1637,,,,
eager,101,1638,,,,
"wilderness,",101,1639,,,,
road,101,1640,,,,
"arise,",101,1641,,,,
instantly,101,1642,,,,
unknown,101,1643,,,,
sabbath,101,1644,,,,
feared,101,1645,,,,
"evening,",101,1646,,,,
"by,",100,1647,,,,
devil,100,1648,,,,
solemn,100,1649,,,,
fully,100,1650,,,,
honest,100,1651,,,,
"wall,",100,1652,,,,
angels,100,1653,,,,
knowest,100,1654,,,,
truly,100,1655,,,,
fought,100,1656,,,,
summer,100,1657,,,,
unless,100,1658,,,,
be.,100,1659,,,,
"these,",100,1660,,,,
"wine,",99,1661,,,,
"past,",99,1662,,,,
dost,99,1663,,,,
laugh,99,1664,,,,
finding,99,1665,,,,
passage,99,1666,,,,
grand,99,1667,,,,
separate,99,1668,,,,
"family,",99,1669,,,,
miles,99,1670,,,,
waited,99,1671,,,,
stubb,99,1672,,,,
sake,99,1673,,,,
cubits,99,1674,,,,
"present,",99,1675,,,,
horse,99,1676,,,,
burning,99,1677,,,,
fourth,99,1678,,,,
clouds,99,1679,,,,
driven,99,1680,,,,
shot,99,1681,,,,
modern,98,1682,,,,
"altar,",98,1683,,,,
"garden,",98,1684,,,,
us;,98,1685,,,,
acquainted,98,1686,,,,
speech,98,1687,,,,
directly,98,1688,,,,
desired,98,1689,,,,
"oil,",98,1690,,,,
various,98,1691,,,,
paid,98,1692,,,,
everlasting,98,1693,,,,
serious,98,1694,,,,
"think,",98,1695,,,,
shake,98,1696,,,,
forced,98,1697,,,,
space,97,1698,,,,
hor.,97,1699,,,,
grown,97,1700,,,,
he.,97,1701,,,,
spoil,97,1702,,,,
knoweth,97,1703,,,,
room.,97,1704,,,,
egypt.,97,1705,,,,
portion,97,1706,,,,
"offerings,",97,1707,,,,
wings,97,1708,,,,
tender,97,1709,,,,
soul.,97,1710,,,,
quick,97,1711,,,,
forgive,97,1712,,,,
years.,97,1713,,,,
singing,97,1714,,,,
escaped,97,1715,,,,
hezekiah,96,1716,,,,
coast,96,1717,,,,
west,96,1718,,,,
"manner,",96,1719,,,,
sins,96,1720,,,,
word.,96,1721,,,,
"silence,",96,1722,,,,
danger,96,1723,,,,
nothing.,96,1724,,,,
lamb,96,1725,,,,
nation,96,1726,,,,
image,96,1727,,,,
divided,96,1728,,,,
rolled,96,1729,,,,
"joy,",96,1730,,,,
sore,96,1731,,,,
dropped,96,1732,,,,
manners,95,1733,,,,
heavens,95,1734,,,,
sides,95,1735,,,,
plague,95,1736,,,,
mortal,95,1737,,,,
"aaron,",95,1738,,,,
lion,95,1739,,,,
pulled,95,1740,,,,
eaten,95,1741,,,,
foolish,95,1742,,,,
allowed,95,1743,,,,
lies,95,1744,,,,
clean,95,1745,,,,
meeting,95,1746,,,,
"two,",95,1747,,,,
that.,95,1748,,,,
"saul,",94,1749,,,,
wholly,94,1750,,,,
abide,94,1751,,,,
flee,94,1752,,,,
"great,",94,1753,,,,
"master,",94,1754,,,,
loose,94,1755,,,,
pale,94,1756,,,,
nearer,94,1757,,,,
hung,94,1758,,,,
"heard,",94,1759,,,,
rock,94,1760,,,,
"him.""",94,1761,,,,
die.,94,1762,,,,
"live,",93,1763,,,,
pieces,93,1764,,,,
"spirits,",93,1765,,,,
delighted,93,1766,,,,
joe,93,1767,,,,
married,93,1768,,,,
amongst,93,1769,,,,
lucy,93,1770,,,,
"cities,",93,1771,,,,
borne,93,1772,,,,
shook,93,1773,,,,
"strength,",93,1774,,,,
minister,93,1775,,,,
"darkness,",93,1776,,,,
force,93,1777,,,,
laughing,93,1778,,,,
justice,93,1779,,,,
"waters,",93,1780,,,,
gentle,93,1781,,,,
again;,93,1782,,,,
carriage,93,1783,,,,
imagine,92,1784,,,,
hot,92,1785,,,,
glass,92,1786,,,,
door.,92,1787,,,,
"look,",92,1788,,,,
ordinary,92,1789,,,,
"clothes,",92,1790,,,,
innocent,92,1791,,,,
pour,92,1792,,,,
thither,92,1793,,,,
french,92,1794,,,,
pitched,92,1795,,,,
somehow,92,1796,,,,
dreadful,92,1797,,,,
complete,92,1798,,,,
cross,91,1799,,,,
"lady,",91,1800,,,,
opening,91,1801,,,,
completely,91,1802,,,,
measure,91,1803,,,,
sky,91,1804,,,,
finished,91,1805,,,,
boats,91,1806,,,,
highly,91,1807,,,,
bent,91,1808,,,,
people:,91,1809,,,,
prove,91,1810,,,,
height,91,1811,,,,
prayer,91,1812,,,,
touching,91,1813,,,,
enemy,91,1814,,,,
takes,90,1815,,,,
incense,90,1816,,,,
"money,",90,1817,,,,
continually,90,1818,,,,
christ.,90,1819,,,,
expect,90,1820,,,,
"end,",90,1821,,,,
tribes,90,1822,,,,
wonderful,90,1823,,,,
"arose,",90,1824,,,,
food,90,1825,,,,
"die,",90,1826,,,,
amid,90,1827,,,,
confidence,90,1828,,,,
accept,90,1829,,,,
brutus,90,1830,,,,
latter,90,1831,,,,
scattered,90,1832,,,,
whereof,90,1833,,,,
strike,90,1834,,,,
showed,90,1835,,,,
heere,90,1836,,,,
superior,90,1837,,,,
falling,89,1838,,,,
day:,89,1839,,,,
laughed,89,1840,,,,
throw,89,1841,,,,
prevent,89,1842,,,,
speake,89,1843,,,,
bringing,89,1844,,,,
judged,89,1845,,,,
tears,89,1846,,,,
water.,89,1847,,,,
thrust,89,1848,,,,
grave,89,1849,,,,
opposite,89,1850,,,,
convinced,89,1851,,,,
possession,89,1852,,,,
verily,89,1853,,,,
"""they",89,1854,,,,
"high,",89,1855,,,,
possibly,89,1856,,,,
hand;,89,1857,,,,
persuaded,89,1858,,,,
"""so",89,1859,,,,
increase,89,1860,,,,
dust,89,1861,,,,
whaling,88,1862,,,,
was.,88,1863,,,,
proved,88,1864,,,,
willoughby,88,1865,,,,
obey,88,1866,,,,
myself.,88,1867,,,,
telling,88,1868,,,,
threescore,88,1869,,,,
"river,",88,1870,,,,
royal,88,1871,,,,
resolved,88,1872,,,,
know.,88,1873,,,,
age,88,1874,,,,
cattle,88,1875,,,,
pointed,88,1876,,,,
remnant,88,1877,,,,
"sin,",88,1878,,,,
here.,88,1879,,,,
side.,88,1880,,,,
"knightley,",88,1881,,,,
heavenly,88,1882,,,,
besides,88,1883,,,,
"window,",87,1884,,,,
fail,87,1885,,,,
"ways,",87,1886,,,,
hoped,87,1887,,,,
considerable,87,1888,,,,
"mine,",87,1889,,,,
"case,",87,1890,,,,
walter,87,1891,,,,
actually,87,1892,,,,
hurt,87,1893,,,,
highest,87,1894,,,,
"""very",87,1895,,,,
doe,87,1896,,,,
committed,87,1897,,,,
there;,87,1898,,,,
week,87,1899,,,,
mention,87,1900,,,,
breadth,87,1901,,,,
"besides,",87,1902,,,,
sail,86,1903,,,,
"""mr.",86,1904,,,,
fiery,86,1905,,,,
move,86,1906,,,,
morrow,86,1907,,,,
utmost,86,1908,,,,
"""no,""",86,1909,,,,
fly,86,1910,,,,
race,86,1911,,,,
"temple,",86,1912,,,,
square,86,1913,,,,
surprise,86,1914,,,,
waves,86,1915,,,,
perceived,86,1916,,,,
city.,86,1917,,,,
refuse,86,1918,,,,
"round,",86,1919,,,,
jonathan,86,1920,,,,
bought,86,1921,,,,
day;,86,1922,,,,
meaning,86,1923,,,,
twice,86,1924,,,,
steady,85,1925,,,,
"saith,",85,1926,,,,
gentlemen,85,1927,,,,
loss,85,1928,,,,
important,85,1929,,,,
heed,85,1930,,,,
"when,",85,1931,,,,
"abraham,",85,1932,,,,
curiosity,85,1933,,,,
circumstance,85,1934,,,,
walls,85,1935,,,,
"""i'm",85,1936,,,,
surprised,85,1937,,,,
persons,85,1938,,,,
ever:,85,1939,,,,
spring,85,1940,,,,
tenth,85,1941,,,,
entering,85,1942,,,,
swift,85,1943,,,,
fetch,85,1944,,,,
us:,85,1945,,,,
willing,85,1946,,,,
commit,85,1947,,,,
extraordinary,85,1948,,,,
utter,84,1949,,,,
naked,84,1950,,,,
labour,84,1951,,,,
"nature,",84,1952,,,,
"written,",84,1953,,,,
advantage,84,1954,,,,
"mountains,",84,1955,,,,
clothed,84,1956,,,,
people;,84,1957,,,,
empty,84,1958,,,,
"brown,",84,1959,,,,
continual,84,1960,,,,
"boat,",84,1961,,,,
"levites,",84,1962,,,,
famous,84,1963,,,,
joab,84,1964,,,,
"went,",84,1965,,,,
nine,84,1966,,,,
sea;,84,1967,,,,
"fact,",84,1968,,,,
sisters,84,1969,,,,
harriet's,83,1970,,,,
created,83,1971,,,,
army,83,1972,,,,
march,83,1973,,,,
"elton,",83,1974,,,,
liked,83,1975,,,,
ship's,83,1976,,,,
reach,83,1977,,,,
"arm,",83,1978,,,,
all;,83,1979,,,,
confess,83,1980,,,,
"nay,",83,1981,,,,
"gate,",83,1982,,,,
mock,83,1983,,,,
comfortable,83,1984,,,,
up;,83,1985,,,,
sheep,83,1986,,,,
hosts,83,1987,,,,
ends,83,1988,,,,
one;,83,1989,,,,
reproach,83,1990,,,,
doeth,83,1991,,,,
future,83,1992,,,,
"enemies,",83,1993,,,,
couldn't,83,1994,,,,
drop,83,1995,,,,
another.,83,1996,,,,
opportunity,82,1997,,,,
thinks,82,1998,,,,
canst,82,1999,,,,
agreeable,82,2000,,,,
"stubb,",82,2001,,,,
this.,82,2002,,,,
youth,82,2003,,,,
"righteousness,",82,2004,,,,
reward,82,2005,,,,
quickly,82,2006,,,,
"while,",82,2007,,,,
carrying,82,2008,,,,
leaning,82,2009,,,,
ourselves,82,2010,,,,
smoke,82,2011,,,,
music,82,2012,,,,
"anger,",82,2013,,,,
"or,",82,2014,,,,
"it?""",82,2015,,,,
sprang,82,2016,,,,
beloved,81,2017,,,,
handsome,81,2018,,,,
watching,81,2019,,,,
middleton,81,2020,,,,
smallest,81,2021,,,,
go.,81,2022,,,,
dinner,81,2023,,,,
beg,81,2024,,,,
commandments,81,2025,,,,
feet.,81,2026,,,,
down.,81,2027,,,,
violent,81,2028,,,,
"""in",81,2029,,,,
signs,81,2030,,,,
ephraim,81,2031,,,,
smiling,81,2032,,,,
hanging,81,2033,,,,
jeroboam,81,2034,,,,
spare,81,2035,,,,
souls,81,2036,,,,
"believe,",81,2037,,,,
blessing,81,2038,,,,
mouth.,80,2039,,,,
selfe,80,2040,,,,
otherwise,80,2041,,,,
henceforth,80,2042,,,,
"prophets,",80,2043,,,,
home.,80,2044,,,,
"ma'am,",80,2045,,,,
favourite,80,2046,,,,
society,80,2047,,,,
"thoughts,",80,2048,,,,
whale.,80,2049,,,,
hand:,80,2050,,,,
pursued,80,2051,,,,
hence,80,2052,,,,
outside,80,2053,,,,
ocean,80,2054,,,,
sensible,80,2055,,,,
considering,80,2056,,,,
share,80,2057,,,,
solid,80,2058,,,,
"gone,",80,2059,,,,
effect,80,2060,,,,
upper,79,2061,,,,
"stones,",79,2062,,,,
atonement,79,2063,,,,
hearkened,79,2064,,,,
anybody,79,2065,,,,
sooner,79,2066,,,,
step,79,2067,,,,
established,79,2068,,,,
beseech,79,2069,,,,
bringeth,79,2070,,,,
slight,79,2071,,,,
forest,79,2072,,,,
adam,79,2073,,,,
(as,79,2074,,,,
entire,79,2075,,,,
"hill,",79,2076,,,,
"strong,",79,2077,,,,
conduct,79,2078,,,,
one's,79,2079,,,,
pull,79,2080,,,,
exceedingly,79,2081,,,,
salvation,78,2082,,,,
morning.,78,2083,,,,
hills,78,2084,,,,
final,78,2085,,,,
"john,",78,2086,,,,
breaking,78,2087,,,,
right.,78,2088,,,,
exceeding,78,2089,,,,
camp,78,2090,,,,
mentioned,78,2091,,,,
"""why",78,2092,,,,
"answer,",78,2093,,,,
"""she",78,2094,,,,
sight.,78,2095,,,,
"added,",78,2096,,,,
it!,78,2097,,,,
thanks,78,2098,,,,
"horses,",78,2099,,,,
"aye,",78,2100,,,,
"eat,",78,2101,,,,
"near,",78,2102,,,,
attempt,78,2103,,,,
moving,78,2104,,,,
police,78,2105,,,,
companion,78,2106,,,,
boys,77,2107,,,,
stands,77,2108,,,,
evan,77,2109,,,,
ground.,77,2110,,,,
turns,77,2111,,,,
"street,",77,2112,,,,
i.,77,2113,,,,
friend.,77,2114,,,,
"alice,",77,2115,,,,
count,77,2116,,,,
words.,77,2117,,,,
fool,77,2118,,,,
choice,77,2119,,,,
"least,",77,2120,,,,
firstborn,77,2121,,,,
dead.,77,2122,,,,
lives,77,2123,,,,
"girl,",77,2124,,,,
beheld,77,2125,,,,
crowd,76,2126,,,,
sister's,76,2127,,,,
stretch,76,2128,,,,
"replied,",76,2129,,,,
influence,76,2130,,,,
rent,76,2131,,,,
"little,",76,2132,,,,
"battle,",76,2133,,,,
consumed,76,2134,,,,
weather,76,2135,,,,
heare,76,2136,,,,
"""your",76,2137,,,,
thousands,76,2138,,,,
sell,76,2139,,,,
"sheep,",76,2140,,,,
thou?,76,2141,,,,
returning,76,2142,,,,
hurried,76,2143,,,,
"""then",76,2144,,,,
"made,",76,2145,,,,
duke,76,2146,,,,
moby,76,2147,,,,
o'er,76,2148,,,,
hated,76,2149,,,,
fury,76,2150,,,,
desolate,76,2151,,,,
heaven;,76,2152,,,,
this?,76,2153,,,,
guess,76,2154,,,,
"whales,",75,2155,,,,
way;,75,2156,,,,
upright,75,2157,,,,
deny,75,2158,,,,
truth.,75,2159,,,,
own.,75,2160,,,,
sword.,75,2161,,,,
neck,75,2162,,,,
"""don't",75,2163,,,,
private,75,2164,,,,
steps,75,2165,,,,
increased,75,2166,,,,
crew,75,2167,,,,
see.,75,2168,,,,
search,75,2169,,,,
satan,75,2170,,,,
birds,75,2171,,,,
"hair,",75,2172,,,,
frightened,75,2173,,,,
hidden,75,2174,,,,
oft,75,2175,,,,
also.,75,2176,,,,
"sleep,",75,2177,,,,
"mary,",75,2178,,,,
"poor,",75,2179,,,,
strangers,75,2180,,,,
jordan,74,2181,,,,
london,74,2182,,,,
russell,74,2183,,,,
men;,74,2184,,,,
gold.,74,2185,,,,
working,74,2186,,,,
emma's,74,2187,,,,
wast,74,2188,,,,
clothes,74,2189,,,,
shouldest,74,2190,,,,
taketh,74,2191,,,,
coat,74,2192,,,,
house:,74,2193,,,,
salt,74,2194,,,,
alive,74,2195,,,,
"jennings,",74,2196,,,,
risen,74,2197,,,,
life;,74,2198,,,,
history,74,2199,,,,
journey,74,2200,,,,
offering:,73,2201,,,,
attachment,73,2202,,,,
value,73,2203,,,,
nice,73,2204,,,,
wondrous,73,2205,,,,
"drink,",73,2206,,,,
god's,73,2207,,,,
"age,",73,2208,,,,
messengers,73,2209,,,,
dream,73,2210,,,,
temper,73,2211,,,,
ones,73,2212,,,,
spot,73,2213,,,,
rod,73,2214,,,,
rivers,73,2215,,,,
duty,73,2216,,,,
songs,73,2217,,,,
"stranger,",73,2218,,,,
wives,73,2219,,,,
acts,73,2220,,,,
branches,73,2221,,,,
exeunt.,73,2222,,,,
eating,73,2223,,,,
add,72,2224,,,,
"disciples,",72,2225,,,,
marriage,72,2226,,,,
moses.,72,2227,,,,
ruler,72,2228,,,,
"else,",72,2229,,,,
"stone,",72,2230,,,,
bloody,72,2231,,,,
sunday,72,2232,,,,
weight,72,2233,,,,
devour,72,2234,,,,
charged,72,2235,,,,
"princes,",72,2236,,,,
seventy,72,2237,,,,
shed,72,2238,,,,
consequence,72,2239,,,,
plainly,72,2240,,,,
trespass,72,2241,,,,
vp,72,2242,,,,
hopes,72,2243,,,,
note,72,2244,,,,
"honour,",72,2245,,,,
selah.,72,2246,,,,
therein,72,2247,,,,
st.,72,2248,,,,
more;,72,2249,,,,
anointed,72,2250,,,,
corn,72,2251,,,,
land:,72,2252,,,,
pequod,72,2253,,,,
wickedness,72,2254,,,,
perceive,72,2255,,,,
prophesy,71,2256,,,,
bore,71,2257,,,,
fortune,71,2258,,,,
stronger,71,2259,,,,
james,71,2260,,,,
glance,71,2261,,,,
aware,71,2262,,,,
"pharaoh,",71,2263,,,,
proof,71,2264,,,,
"judgment,",71,2265,,,,
winds,71,2266,,,,
say.,71,2267,,,,
"town,",71,2268,,,,
here's,71,2269,,,,
i'd,71,2270,,,,
glorious,71,2271,,,,
dangerous,71,2272,,,,
hither,71,2273,,,,
armed,71,2274,,,,
interrupted,71,2275,,,,
well;,71,2276,,,,
continue,71,2277,,,,
work.,71,2278,,,,
us?,71,2279,,,,
heaven's,71,2280,,,,
enjoy,71,2281,,,,
"prophet,",71,2282,,,,
spend,71,2283,,,,
difficulty,71,2284,,,,
odd,71,2285,,,,
"matter,",71,2286,,,,
sware,71,2287,,,,
god?,71,2288,,,,
companions,71,2289,,,,
below,71,2290,,,,
"daughters,",70,2291,,,,
cease,70,2292,,,,
queer,70,2293,,,,
captivity,70,2294,,,,
weary,70,2295,,,,
"saw,",70,2296,,,,
slept,70,2297,,,,
disposed,70,2298,,,,
gospel,70,2299,,,,
"jordan,",70,2300,,,,
"deck,",70,2301,,,,
writing,70,2302,,,,
"stood,",70,2303,,,,
end.,70,2304,,,,
ahab's,70,2305,,,,
"north,",70,2306,,,,
law.,70,2307,,,,
"captain,",70,2308,,,,
firm,70,2309,,,,
dread,70,2310,,,,
seated,70,2311,,,,
"returned,",70,2312,,,,
light.,70,2313,,,,
"could,",69,2314,,,,
